url,Reportdata number 1,Reportdata link 1,Reportdata link 1_link,Reportdata number 2,Reportdata link 2,Reportdata link 2_link,Reportdata number 3,Reportdata number 4,Reportdata number 5,
http://zipatlas.com/us/ia/zip-code-comparison/population-density.3.htm,249,50126,http://zipatlas.com/us/ia/iowa-falls/zip-50126.htm,"42.510442, -93.255212",Iowa Falls,http://zipatlas.com/us/ia/iowa-falls.htm,"6,829",50.42,"#18,103",50
http://zipatlas.com/us/ia/zip-code-comparison/population-density.3.htm,250,52203,http://zipatlas.com/us/ia/amana/zip-52203.htm,"41.814930, -91.857247",Amana,http://zipatlas.com/us/ia/amana.htm,"1,742",49.76,"#18,188",50
http://zipatlas.com/us/ia/zip-code-comparison/population-density.3.htm,251,50003,http://zipatlas.com/us/ia/adel/zip-50003.htm,"41.611836, -94.045181",Adel,http://zipatlas.com/us/ia/adel.htm,"5,835",49.56,"#18,211",50
http://zipatlas.com/us/ia/zip-code-comparison/population-density.3.htm,252,52756,http://zipatlas.com/us/ia/long-grove/zip-52756.htm,"41.729113, -90.541590",Long Grove,http://zipatlas.com/us/ia/long-grove.htm,"2,148",49.44,"#18,231",49
http://zipatlas.com/us/ia/zip-code-comparison/population-density.3.htm,253,50216,http://zipatlas.com/us/ia/panora/zip-50216.htm,"41.700208, -94.344058",Panora,http://zipatlas.com/us/ia/panora.htm,"2,663",48.91,"#18,296",49
http://zipatlas.com/us/ia/zip-code-comparison/population-density.3.htm,254,50237,http://zipatlas.com/us/ia/runnells/zip-50237.htm,"41.545198, -93.370962",Runnells,http://zipatlas.com/us/ia/runnells.htm,"2,636",48.49,"#18,366",48
http://zipatlas.com/us/ia/zip-code-comparison/population-density.3.htm,255,52349,http://zipatlas.com/us/ia/vinton/zip-52349.htm,"42.175308, -91.971840",Vinton,http://zipatlas.com/us/ia/vinton.htm,"7,448",48.48,"#18,368",48
http://zipatlas.com/us/ia/zip-code-comparison/population-density.3.htm,256,52332,http://zipatlas.com/us/ia/shellsburg/zip-52332.htm,"42.092032, -91.906083",Shellsburg,http://zipatlas.com/us/ia/shellsburg.htm,"2,085",48.23,"#18,404",48
http://zipatlas.com/us/ia/zip-code-comparison/population-density.3.htm,257,50548,http://zipatlas.com/us/ia/humboldt/zip-50548.htm,"42.719162, -94.225619",Humboldt,http://zipatlas.com/us/ia/humboldt.htm,"5,851",47.23,"#18,554",47
http://zipatlas.com/us/ia/zip-code-comparison/population-density.3.htm,258,50156,http://zipatlas.com/us/ia/madrid/zip-50156.htm,"41.898310, -93.801235",Madrid,http://zipatlas.com/us/ia/madrid.htm,"4,232",47.14,"#18,572",47
http://zipatlas.com/us/ia/zip-code-comparison/population-density.3.htm,259,52336,http://zipatlas.com/us/ia/springville/zip-52336.htm,"42.070516, -91.432362",Springville,http://zipatlas.com/us/ia/springville.htm,"2,406",46.97,"#18,594",47
http://zipatlas.com/us/ia/zip-code-comparison/population-density.3.htm,260,52768,http://zipatlas.com/us/ia/princeton/zip-52768.htm,"41.700279, -90.398623",Princeton,http://zipatlas.com/us/ia/princeton.htm,"1,507",46.37,"#18,693",46
http://zipatlas.com/us/ia/zip-code-comparison/population-density.3.htm,261,50434,http://zipatlas.com/us/ia/fertile/zip-50434.htm,"43.257097, -93.461130",Fertile,http://zipatlas.com/us/ia/fertile.htm,421,45.98,"#18,765",46
http://zipatlas.com/us/ia/zip-code-comparison/population-density.3.htm,262,51011,http://zipatlas.com/us/ia/chatsworth/zip-51011.htm,"42.924103, -96.528093",Chatsworth,http://zipatlas.com/us/ia/chatsworth.htm,95,45.79,"#18,801",46
http://zipatlas.com/us/ia/zip-code-comparison/population-density.3.htm,263,52645,http://zipatlas.com/us/ia/new-london/zip-52645.htm,"40.912197, -91.404234",New London,http://zipatlas.com/us/ia/new-london.htm,"3,120",45.74,"#18,811",46
http://zipatlas.com/us/ia/zip-code-comparison/population-density.3.htm,264,50236,http://zipatlas.com/us/ia/roland/zip-50236.htm,"42.179254, -93.490725",Roland,http://zipatlas.com/us/ia/roland.htm,"1,662",45.41,"#18,857",45
http://zipatlas.com/us/ia/zip-code-comparison/population-density.3.htm,265,52045,http://zipatlas.com/us/ia/epworth/zip-52045.htm,"42.457272, -90.930940",Epworth,http://zipatlas.com/us/ia/epworth.htm,"2,230",45.01,"#18,926",45
http://zipatlas.com/us/ia/zip-code-comparison/population-density.3.htm,266,52358,http://zipatlas.com/us/ia/west-branch/zip-52358.htm,"41.691400, -91.318432",West Branch,http://zipatlas.com/us/ia/west-branch.htm,"3,457",45.01,"#18,927",45
http://zipatlas.com/us/ia/zip-code-comparison/population-density.3.htm,267,50436,http://zipatlas.com/us/ia/forest-city/zip-50436.htm,"43.266463, -93.671118",Forest City,http://zipatlas.com/us/ia/forest-city.htm,"6,226",44.46,"#19,005",44
http://zipatlas.com/us/ia/zip-code-comparison/population-density.3.htm,268,51239,http://zipatlas.com/us/ia/hull/zip-51239.htm,"43.193928, -96.154220",Hull,http://zipatlas.com/us/ia/hull.htm,"2,931",44.42,"#19,010",44
http://zipatlas.com/us/ia/zip-code-comparison/population-density.3.htm,269,52773,http://zipatlas.com/us/ia/walcott/zip-52773.htm,"41.621924, -90.752766",Walcott,http://zipatlas.com/us/ia/walcott.htm,"2,342",44.39,"#19,019",44
http://zipatlas.com/us/ia/zip-code-comparison/population-density.3.htm,270,50110,http://zipatlas.com/us/ia/gray/zip-50110.htm,"41.842263, -94.974399",Gray,http://zipatlas.com/us/ia/gray.htm,81,44.28,"#19,034",44
http://zipatlas.com/us/ia/zip-code-comparison/population-density.3.htm,271,52101,http://zipatlas.com/us/ia/decorah/zip-52101.htm,"43.349919, -91.756512",Decorah,http://zipatlas.com/us/ia/decorah.htm,"13,759",44.19,"#19,047",44
http://zipatlas.com/us/ia/zip-code-comparison/population-density.3.htm,272,52175,http://zipatlas.com/us/ia/west-union/zip-52175.htm,"43.004016, -91.814739",West Union,http://zipatlas.com/us/ia/west-union.htm,"3,644",44.04,"#19,067",44
http://zipatlas.com/us/ia/zip-code-comparison/population-density.3.htm,273,50648,http://zipatlas.com/us/ia/jesup/zip-50648.htm,"42.453205, -92.093230",Jesup,http://zipatlas.com/us/ia/jesup.htm,"3,649",43.69,"#19,123",44
http://zipatlas.com/us/ia/zip-code-comparison/population-density.3.htm,274,51632,http://zipatlas.com/us/ia/clarinda/zip-51632.htm,"40.739005, -95.034838",Clarinda,http://zipatlas.com/us/ia/clarinda.htm,"7,141",43.46,"#19,170",43
http://zipatlas.com/us/ia/zip-code-comparison/population-density.3.htm,275,50533,http://zipatlas.com/us/ia/eagle-grove/zip-50533.htm,"42.649981, -93.910233",Eagle Grove,http://zipatlas.com/us/ia/eagle-grove.htm,"4,338",43.23,"#19,205",43
http://zipatlas.com/us/ia/zip-code-comparison/population-density.3.htm,276,50641,http://zipatlas.com/us/ia/hazleton/zip-50641.htm,"42.591881, -91.919414",Hazleton,http://zipatlas.com/us/ia/hazleton.htm,"2,036",43.2,"#19,210",43
http://zipatlas.com/us/ia/zip-code-comparison/population-density.3.htm,277,51351,http://zipatlas.com/us/ia/milford/zip-51351.htm,"43.315064, -95.183646",Milford,http://zipatlas.com/us/ia/milford.htm,"4,173",42.85,"#19,263",43
http://zipatlas.com/us/ia/zip-code-comparison/population-density.3.htm,278,51334,http://zipatlas.com/us/ia/estherville/zip-51334.htm,"43.404109, -94.805056",Estherville,http://zipatlas.com/us/ia/estherville.htm,"8,132",42.29,"#19,340",42
http://zipatlas.com/us/ia/zip-code-comparison/population-density.3.htm,279,52046,http://zipatlas.com/us/ia/farley/zip-52046.htm,"42.442561, -91.012491",Farley,http://zipatlas.com/us/ia/farley.htm,"2,049",41.95,"#19,395",42
http://zipatlas.com/us/ia/zip-code-comparison/population-density.3.htm,280,51526,http://zipatlas.com/us/ia/crescent/zip-51526.htm,"41.369822, -95.893161",Crescent,http://zipatlas.com/us/ia/crescent.htm,"1,719",41.92,"#19,400",42
http://zipatlas.com/us/ia/zip-code-comparison/population-density.3.htm,281,52310,http://zipatlas.com/us/ia/monticello/zip-52310.htm,"42.220416, -91.195253",Monticello,http://zipatlas.com/us/ia/monticello.htm,"6,199",41.89,"#19,406",42
http://zipatlas.com/us/ia/zip-code-comparison/population-density.3.htm,282,51566,http://zipatlas.com/us/ia/red-oak/zip-51566.htm,"41.003796, -95.227413",Red Oak,http://zipatlas.com/us/ia/red-oak.htm,"7,643",41.75,"#19,427",42
http://zipatlas.com/us/ia/zip-code-comparison/population-density.3.htm,283,52228,http://zipatlas.com/us/ia/fairfax/zip-52228.htm,"41.902290, -91.788702",Fairfax,http://zipatlas.com/us/ia/fairfax.htm,"1,521",41.14,"#19,518",41
http://zipatlas.com/us/ia/zip-code-comparison/population-density.3.htm,284,52339,http://zipatlas.com/us/ia/tama/zip-52339.htm,"41.922284, -92.570174",Tama,http://zipatlas.com/us/ia/tama.htm,"4,121",41.06,"#19,533",41
http://zipatlas.com/us/ia/zip-code-comparison/population-density.3.htm,285,50643,http://zipatlas.com/us/ia/hudson/zip-50643.htm,"42.357927, -92.464199",Hudson,http://zipatlas.com/us/ia/hudson.htm,"2,745",40.85,"#19,565",41
http://zipatlas.com/us/ia/zip-code-comparison/population-density.3.htm,286,52202,http://zipatlas.com/us/ia/alburnett/zip-52202.htm,"42.159496, -91.638440",Alburnett,http://zipatlas.com/us/ia/alburnett.htm,997,40.8,"#19,573",41
http://zipatlas.com/us/ia/zip-code-comparison/population-density.3.htm,287,51537,http://zipatlas.com/us/ia/harlan/zip-51537.htm,"41.638292, -95.297911",Harlan,http://zipatlas.com/us/ia/harlan.htm,"6,938",40.68,"#19,597",41
http://zipatlas.com/us/ia/zip-code-comparison/population-density.3.htm,288,52315,http://zipatlas.com/us/ia/newhall/zip-52315.htm,"41.998846, -91.973079",Newhall,http://zipatlas.com/us/ia/newhall.htm,"1,232",39.7,"#19,742",40
http://zipatlas.com/us/ia/zip-code-comparison/population-density.3.htm,289,52172,http://zipatlas.com/us/ia/waukon/zip-52172.htm,"43.274711, -91.482384",Waukon,http://zipatlas.com/us/ia/waukon.htm,"6,169",39.63,"#19,761",40
http://zipatlas.com/us/ia/zip-code-comparison/population-density.3.htm,290,51247,http://zipatlas.com/us/ia/rock-valley/zip-51247.htm,"43.193752, -96.338127",Rock Valley,http://zipatlas.com/us/ia/rock-valley.htm,"4,422",39.12,"#19,822",39
http://zipatlas.com/us/ia/zip-code-comparison/population-density.3.htm,291,50456,http://zipatlas.com/us/ia/manly/zip-50456.htm,"43.291329, -93.216135",Manly,http://zipatlas.com/us/ia/manly.htm,"1,810",38.8,"#19,872",39
http://zipatlas.com/us/ia/zip-code-comparison/population-density.3.htm,292,52342,http://zipatlas.com/us/ia/toledo/zip-52342.htm,"42.043495, -92.558548",Toledo,http://zipatlas.com/us/ia/toledo.htm,"3,516",38.65,"#19,891",39
http://zipatlas.com/us/ia/zip-code-comparison/population-density.3.htm,293,50063,http://zipatlas.com/us/ia/dallas-center/zip-50063.htm,"41.695549, -93.940678",Dallas Center,http://zipatlas.com/us/ia/dallas-center.htm,"2,621",38.54,"#19,905",39
http://zipatlas.com/us/ia/zip-code-comparison/population-density.3.htm,294,50668,http://zipatlas.com/us/ia/readlyn/zip-50668.htm,"42.692909, -92.228832",Readlyn,http://zipatlas.com/us/ia/readlyn.htm,"1,240",38.36,"#19,940",38
http://zipatlas.com/us/ia/zip-code-comparison/population-density.3.htm,295,52637,http://zipatlas.com/us/ia/mediapolis/zip-52637.htm,"41.017544, -91.145949",Mediapolis,http://zipatlas.com/us/ia/mediapolis.htm,"2,512",38.32,"#19,947",38
http://zipatlas.com/us/ia/zip-code-comparison/population-density.3.htm,296,50659,http://zipatlas.com/us/ia/new-hampton/zip-50659.htm,"43.095838, -92.329051",New Hampton,http://zipatlas.com/us/ia/new-hampton.htm,"5,787",38.03,"#19,986",38
http://zipatlas.com/us/ia/zip-code-comparison/population-density.3.htm,297,50660,http://zipatlas.com/us/ia/new-hartford/zip-50660.htm,"42.577494, -92.641802",New Hartford,http://zipatlas.com/us/ia/new-hartford.htm,"1,262",37.07,"#20,152",37
http://zipatlas.com/us/ia/zip-code-comparison/population-density.3.htm,298,50273,http://zipatlas.com/us/ia/winterset/zip-50273.htm,"41.338355, -94.048866",Winterset,http://zipatlas.com/us/ia/winterset.htm,"7,380",36.74,"#20,209",37
http://zipatlas.com/us/ia/zip-code-comparison/population-density.3.htm,299,50441,http://zipatlas.com/us/ia/hampton/zip-50441.htm,"42.739747, -93.220628",Hampton,http://zipatlas.com/us/ia/hampton.htm,"5,662",36.57,"#20,238",37
http://zipatlas.com/us/ia/zip-code-comparison/population-density.3.htm,300,50251,http://zipatlas.com/us/ia/sully/zip-50251.htm,"41.575020, -92.880654",Sully,http://zipatlas.com/us/ia/sully.htm,"1,403",36.11,"#20,335",36
http://zipatlas.com/us/ia/zip-code-comparison/population-density.9.htm,801,50051,http://zipatlas.com/us/ia/clemons/zip-50051.htm,"42.135392, -93.141399",Clemons,http://zipatlas.com/us/ia/clemons.htm,323,11.68,"#26,775",12
http://zipatlas.com/us/ia/zip-code-comparison/population-density.9.htm,802,50448,http://zipatlas.com/us/ia/kensett/zip-50448.htm,"43.349938, -93.240534",Kensett,http://zipatlas.com/us/ia/kensett.htm,732,11.65,"#26,788",12
http://zipatlas.com/us/ia/zip-code-comparison/population-density.9.htm,803,52217,http://zipatlas.com/us/ia/clutier/zip-52217.htm,"42.081040, -92.412679",Clutier,http://zipatlas.com/us/ia/clutier.htm,619,11.65,"#26,792",12
http://zipatlas.com/us/ia/zip-code-comparison/population-density.9.htm,804,52207,http://zipatlas.com/us/ia/baldwin/zip-52207.htm,"42.091691, -90.831527",Baldwin,http://zipatlas.com/us/ia/baldwin.htm,429,11.63,"#26,801",12
http://zipatlas.com/us/ia/zip-code-comparison/population-density.9.htm,805,52552,http://zipatlas.com/us/ia/drakesville/zip-52552.htm,"40.840693, -92.548852",Drakesville,http://zipatlas.com/us/ia/drakesville.htm,897,11.63,"#26,802",12
http://zipatlas.com/us/ia/zip-code-comparison/population-density.9.htm,806,50591,http://zipatlas.com/us/ia/thor/zip-50591.htm,"42.676741, -94.056938",Thor,http://zipatlas.com/us/ia/thor.htm,359,11.54,"#26,828",12
http://zipatlas.com/us/ia/zip-code-comparison/population-density.9.htm,807,50206,http://zipatlas.com/us/ia/new-providence/zip-50206.htm,"42.253457, -93.191579",New Providence,http://zipatlas.com/us/ia/new-providence.htm,512,11.49,"#26,856",11
http://zipatlas.com/us/ia/zip-code-comparison/population-density.9.htm,808,50065,http://zipatlas.com/us/ia/davis-city/zip-50065.htm,"40.610369, -93.788273",Davis City,http://zipatlas.com/us/ia/davis-city.htm,618,11.48,"#26,858",11
http://zipatlas.com/us/ia/zip-code-comparison/population-density.9.htm,809,50149,http://zipatlas.com/us/ia/lorimor/zip-50149.htm,"41.149663, -94.095295",Lorimor,http://zipatlas.com/us/ia/lorimor.htm,"1,014",11.47,"#26,866",11
http://zipatlas.com/us/ia/zip-code-comparison/population-density.9.htm,810,50607,http://zipatlas.com/us/ia/aurora/zip-50607.htm,"42.608929, -91.737351",Aurora,http://zipatlas.com/us/ia/aurora.htm,558,11.39,"#26,890",11
http://zipatlas.com/us/ia/zip-code-comparison/population-density.9.htm,811,51060,http://zipatlas.com/us/ia/ute/zip-51060.htm,"42.042032, -95.684871",Ute,http://zipatlas.com/us/ia/ute.htm,682,11.39,"#26,891",11
http://zipatlas.com/us/ia/zip-code-comparison/population-density.9.htm,812,52164,http://zipatlas.com/us/ia/randalia/zip-52164.htm,"42.853589, -91.889535",Randalia,http://zipatlas.com/us/ia/randalia.htm,256,11.38,"#26,897",11
http://zipatlas.com/us/ia/zip-code-comparison/population-density.9.htm,813,50275,http://zipatlas.com/us/ia/woodburn/zip-50275.htm,"41.045339, -93.591354",Woodburn,http://zipatlas.com/us/ia/woodburn.htm,577,11.34,"#26,913",11
http://zipatlas.com/us/ia/zip-code-comparison/population-density.9.htm,814,51448,http://zipatlas.com/us/ia/kiron/zip-51448.htm,"42.205359, -95.309789",Kiron,http://zipatlas.com/us/ia/kiron.htm,654,11.33,"#26,919",11
http://zipatlas.com/us/ia/zip-code-comparison/population-density.9.htm,815,50238,http://zipatlas.com/us/ia/russell/zip-50238.htm,"40.964291, -93.167151",Russell,http://zipatlas.com/us/ia/russell.htm,"1,260",11.32,"#26,923",11
http://zipatlas.com/us/ia/zip-code-comparison/population-density.9.htm,816,50123,http://zipatlas.com/us/ia/humeston/zip-50123.htm,"40.849750, -93.507465",Humeston,http://zipatlas.com/us/ia/humeston.htm,964,11.29,"#26,937",11
http://zipatlas.com/us/ia/zip-code-comparison/population-density.9.htm,817,51020,http://zipatlas.com/us/ia/galva/zip-51020.htm,"42.515513, -95.414696",Galva,http://zipatlas.com/us/ia/galva.htm,672,11.26,"#26,943",11
http://zipatlas.com/us/ia/zip-code-comparison/population-density.9.htm,818,51231,http://zipatlas.com/us/ia/archer/zip-51231.htm,"43.091625, -95.732733",Archer,http://zipatlas.com/us/ia/archer.htm,280,11.24,"#26,948",11
http://zipatlas.com/us/ia/zip-code-comparison/population-density.9.htm,819,50271,http://zipatlas.com/us/ia/williams/zip-50271.htm,"42.485591, -93.545558",Williams,http://zipatlas.com/us/ia/williams.htm,765,11.22,"#26,959",11
http://zipatlas.com/us/ia/zip-code-comparison/population-density.9.htm,820,50559,http://zipatlas.com/us/ia/lone-rock/zip-50559.htm,"43.209076, -94.326594",Lone Rock,http://zipatlas.com/us/ia/lone-rock.htm,389,11.19,"#26,966",11
http://zipatlas.com/us/ia/zip-code-comparison/population-density.9.htm,821,50853,http://zipatlas.com/us/ia/massena/zip-50853.htm,"41.236843, -94.767896",Massena,http://zipatlas.com/us/ia/massena.htm,812,11.18,"#26,972",11
http://zipatlas.com/us/ia/zip-code-comparison/population-density.9.htm,822,51649,http://zipatlas.com/us/ia/randolph/zip-51649.htm,"40.866372, -95.528847",Randolph,http://zipatlas.com/us/ia/randolph.htm,351,11.15,"#26,982",11
http://zipatlas.com/us/ia/zip-code-comparison/population-density.9.htm,823,52231,http://zipatlas.com/us/ia/harper/zip-52231.htm,"41.361656, -92.059127",Harper,http://zipatlas.com/us/ia/harper.htm,373,11.12,"#26,995",11
http://zipatlas.com/us/ia/zip-code-comparison/population-density.9.htm,824,50483,http://zipatlas.com/us/ia/wesley/zip-50483.htm,"43.108561, -93.999478",Wesley,http://zipatlas.com/us/ia/wesley.htm,940,11.05,"#27,023",11
http://zipatlas.com/us/ia/zip-code-comparison/population-density.9.htm,825,50027,http://zipatlas.com/us/ia/barnes-city/zip-50027.htm,"41.482026, -92.469368",Barnes City,http://zipatlas.com/us/ia/barnes-city.htm,326,11.04,"#27,030",11
http://zipatlas.com/us/ia/zip-code-comparison/population-density.9.htm,826,51572,http://zipatlas.com/us/ia/soldier/zip-51572.htm,"41.984450, -95.807870",Soldier,http://zipatlas.com/us/ia/soldier.htm,462,11.02,"#27,036",11
http://zipatlas.com/us/ia/zip-code-comparison/population-density.9.htm,827,50586,http://zipatlas.com/us/ia/somers/zip-50586.htm,"42.411860, -94.425560",Somers,http://zipatlas.com/us/ia/somers.htm,407,11.01,"#27,043",11
http://zipatlas.com/us/ia/zip-code-comparison/population-density.9.htm,828,50071,http://zipatlas.com/us/ia/dows/zip-50071.htm,"42.648620, -93.504898",Dows,http://zipatlas.com/us/ia/dows.htm,"1,249",10.98,"#27,060",11
http://zipatlas.com/us/ia/zip-code-comparison/population-density.9.htm,829,50242,http://zipatlas.com/us/ia/searsboro/zip-50242.htm,"41.565527, -92.702315",Searsboro,http://zipatlas.com/us/ia/searsboro.htm,451,10.97,"#27,064",11
http://zipatlas.com/us/ia/zip-code-comparison/population-density.9.htm,830,50460,http://zipatlas.com/us/ia/orchard/zip-50460.htm,"43.225653, -92.683128",Orchard,http://zipatlas.com/us/ia/orchard.htm,393,10.96,"#27,068",11
http://zipatlas.com/us/ia/zip-code-comparison/population-density.9.htm,831,51462,http://zipatlas.com/us/ia/scranton/zip-51462.htm,"42.014377, -94.556522",Scranton,http://zipatlas.com/us/ia/scranton.htm,"1,228",10.96,"#27,070",11
http://zipatlas.com/us/ia/zip-code-comparison/population-density.9.htm,832,50042,http://zipatlas.com/us/ia/brayton/zip-50042.htm,"41.529364, -94.903773",Brayton,http://zipatlas.com/us/ia/brayton.htm,375,10.95,"#27,072",11
http://zipatlas.com/us/ia/zip-code-comparison/population-density.9.htm,833,50008,http://zipatlas.com/us/ia/allerton/zip-50008.htm,"40.672937, -93.386227",Allerton,http://zipatlas.com/us/ia/allerton.htm,939,10.93,"#27,081",11
http://zipatlas.com/us/ia/zip-code-comparison/population-density.9.htm,834,51536,http://zipatlas.com/us/ia/hancock/zip-51536.htm,"41.405078, -95.443501",Hancock,http://zipatlas.com/us/ia/hancock.htm,508,10.9,"#27,093",11
http://zipatlas.com/us/ia/zip-code-comparison/population-density.9.htm,835,52660,http://zipatlas.com/us/ia/yarmouth/zip-52660.htm,"40.994471, -91.289817",Yarmouth,http://zipatlas.com/us/ia/yarmouth.htm,238,10.89,"#27,096",11
http://zipatlas.com/us/ia/zip-code-comparison/population-density.9.htm,836,51062,http://zipatlas.com/us/ia/westfield/zip-51062.htm,"42.697827, -96.534968",Westfield,http://zipatlas.com/us/ia/westfield.htm,696,10.88,"#27,105",11
http://zipatlas.com/us/ia/zip-code-comparison/population-density.9.htm,837,50594,http://zipatlas.com/us/ia/vincent/zip-50594.htm,"42.578560, -94.030658",Vincent,http://zipatlas.com/us/ia/vincent.htm,345,10.86,"#27,112",11
http://zipatlas.com/us/ia/zip-code-comparison/population-density.9.htm,838,50633,http://zipatlas.com/us/ia/geneva/zip-50633.htm,"42.673424, -93.136437",Geneva,http://zipatlas.com/us/ia/geneva.htm,393,10.84,"#27,118",11
http://zipatlas.com/us/ia/zip-code-comparison/population-density.9.htm,839,52215,http://zipatlas.com/us/ia/chelsea/zip-52215.htm,"41.907862, -92.387653",Chelsea,http://zipatlas.com/us/ia/chelsea.htm,883,10.82,"#27,125",11
http://zipatlas.com/us/ia/zip-code-comparison/population-density.9.htm,840,52644,http://zipatlas.com/us/ia/mount-union/zip-52644.htm,"41.040145, -91.416020",Mount Union,http://zipatlas.com/us/ia/mount-union.htm,444,10.8,"#27,134",11
http://zipatlas.com/us/ia/zip-code-comparison/population-density.9.htm,841,52072,http://zipatlas.com/us/ia/saint-olaf/zip-52072.htm,"42.923137, -91.385509",Saint Olaf,http://zipatlas.com/us/ia/saint-olaf.htm,298,10.79,"#27,136",11
http://zipatlas.com/us/ia/zip-code-comparison/population-density.9.htm,842,52630,http://zipatlas.com/us/ia/hillsboro/zip-52630.htm,"40.810505, -91.744629",Hillsboro,http://zipatlas.com/us/ia/hillsboro.htm,792,10.78,"#27,137",11
http://zipatlas.com/us/ia/zip-code-comparison/population-density.9.htm,843,52651,http://zipatlas.com/us/ia/stockport/zip-52651.htm,"40.885344, -91.771111",Stockport,http://zipatlas.com/us/ia/stockport.htm,388,10.69,"#27,166",11
http://zipatlas.com/us/ia/zip-code-comparison/population-density.9.htm,844,52048,http://zipatlas.com/us/ia/garber/zip-52048.htm,"42.729886, -91.252797",Garber,http://zipatlas.com/us/ia/garber.htm,428,10.67,"#27,173",11
http://zipatlas.com/us/ia/zip-code-comparison/population-density.9.htm,845,50571,http://zipatlas.com/us/ia/palmer/zip-50571.htm,"42.633307, -94.576531",Palmer,http://zipatlas.com/us/ia/palmer.htm,485,10.64,"#27,181",11
http://zipatlas.com/us/ia/zip-code-comparison/population-density.9.htm,846,50858,http://zipatlas.com/us/ia/orient/zip-50858.htm,"41.211108, -94.409596",Orient,http://zipatlas.com/us/ia/orient.htm,884,10.57,"#27,203",11
http://zipatlas.com/us/ia/zip-code-comparison/population-density.9.htm,847,51552,http://zipatlas.com/us/ia/marne/zip-51552.htm,"41.482936, -95.112977",Marne,http://zipatlas.com/us/ia/marne.htm,320,10.57,"#27,205",11
http://zipatlas.com/us/ia/zip-code-comparison/population-density.9.htm,848,50540,http://zipatlas.com/us/ia/fonda/zip-50540.htm,"42.591746, -94.839491",Fonda,http://zipatlas.com/us/ia/fonda.htm,"1,224",10.56,"#27,206",11
http://zipatlas.com/us/ia/zip-code-comparison/population-density.9.htm,849,50439,http://zipatlas.com/us/ia/goodell/zip-50439.htm,"42.944717, -93.626339",Goodell,http://zipatlas.com/us/ia/goodell.htm,349,10.52,"#27,219",11
http://zipatlas.com/us/ia/zip-code-comparison/population-density.9.htm,850,50048,http://zipatlas.com/us/ia/casey/zip-50048.htm,"41.514301, -94.511481",Casey,http://zipatlas.com/us/ia/casey.htm,973,10.49,"#27,236",10
http://zipatlas.com/us/ia/zip-code-comparison/population-density.9.htm,851,50430,http://zipatlas.com/us/ia/corwith/zip-50430.htm,"42.979402, -93.956364",Corwith,http://zipatlas.com/us/ia/corwith.htm,639,10.44,"#27,249",10
http://zipatlas.com/us/ia/zip-code-comparison/population-density.9.htm,852,50524,http://zipatlas.com/us/ia/clare/zip-50524.htm,"42.616853, -94.353838",Clare,http://zipatlas.com/us/ia/clare.htm,570,10.39,"#27,273",10
http://zipatlas.com/us/ia/zip-code-comparison/population-density.9.htm,853,51029,http://zipatlas.com/us/ia/larrabee/zip-51029.htm,"42.886587, -95.534586",Larrabee,http://zipatlas.com/us/ia/larrabee.htm,309,10.32,"#27,295",10
http://zipatlas.com/us/ia/zip-code-comparison/population-density.9.htm,854,50578,http://zipatlas.com/us/ia/ringsted/zip-50578.htm,"43.300194, -94.545125",Ringsted,http://zipatlas.com/us/ia/ringsted.htm,738,10.18,"#27,325",10
http://zipatlas.com/us/ia/zip-code-comparison/population-density.9.htm,855,51556,http://zipatlas.com/us/ia/modale/zip-51556.htm,"41.642870, -96.040104",Modale,http://zipatlas.com/us/ia/modale.htm,462,10.18,"#27,328",10
http://zipatlas.com/us/ia/zip-code-comparison/population-density.9.htm,856,50840,http://zipatlas.com/us/ia/clearfield/zip-50840.htm,"40.781959, -94.480948",Clearfield,http://zipatlas.com/us/ia/clearfield.htm,677,10.16,"#27,333",10
http://zipatlas.com/us/ia/zip-code-comparison/population-density.9.htm,857,51047,http://zipatlas.com/us/ia/peterson/zip-51047.htm,"42.942464, -95.369628",Peterson,http://zipatlas.com/us/ia/peterson.htm,774,10.08,"#27,368",10
http://zipatlas.com/us/ia/zip-code-comparison/population-density.9.htm,858,52074,http://zipatlas.com/us/ia/spragueville/zip-52074.htm,"42.114272, -90.469630",Spragueville,http://zipatlas.com/us/ia/spragueville.htm,346,10.06,"#27,375",10
http://zipatlas.com/us/ia/zip-code-comparison/population-density.9.htm,859,50562,http://zipatlas.com/us/ia/mallard/zip-50562.htm,"42.958761, -94.646411",Mallard,http://zipatlas.com/us/ia/mallard.htm,603,10.04,"#27,382",10
http://zipatlas.com/us/ia/zip-code-comparison/population-density.9.htm,860,50050,http://zipatlas.com/us/ia/churdan/zip-50050.htm,"42.158973, -94.503593",Churdan,http://zipatlas.com/us/ia/churdan.htm,794,10.03,"#27,384",10
http://zipatlas.com/us/ia/zip-code-comparison/population-density.9.htm,861,50067,http://zipatlas.com/us/ia/decatur/zip-50067.htm,"40.717682, -93.861649",Decatur,http://zipatlas.com/us/ia/decatur.htm,312,9.98,"#27,416",10
http://zipatlas.com/us/ia/zip-code-comparison/population-density.9.htm,862,50654,http://zipatlas.com/us/ia/masonville/zip-50654.htm,"42.437821, -91.611503",Masonville,http://zipatlas.com/us/ia/masonville.htm,540,9.97,"#27,417",10
