,year,county_code,nan,working_pop,employed_pop,unemployed_pop,unemp_perc
283,2003,08081,,7545.0,7116.0,429.0,5.7
284,2003,08083,,12283.0,11577.0,706.0,5.7
285,2003,08085,,18219.0,17168.0,1051.0,5.8
286,2003,08087,,14134.0,13472.0,662.0,4.7
287,2003,08089,,9267.0,8675.0,592.0,6.4
288,2003,08091,,2442.0,2335.0,107.0,4.4
289,2003,08093,,9363.0,8860.0,503.0,5.4
290,2003,08095,,2352.0,2263.0,89.0,3.8
291,2003,08097,,10192.0,9672.0,520.0,5.1
292,2003,08099,,7221.0,6867.0,354.0,4.9
293,2003,08101,,68640.0,63637.0,5003.0,7.3
294,2003,08103,,3554.0,3416.0,138.0,3.9
295,2003,08105,,6432.0,6053.0,379.0,5.9
296,2003,08107,,13712.0,13103.0,609.0,4.4
297,2003,08109,,3043.0,2838.0,205.0,6.7
298,2003,08111,,609.0,570.0,39.0,6.4
299,2003,08113,,4918.0,4648.0,270.0,5.5
300,2003,08115,,1516.0,1451.0,65.0,4.3
301,2003,08117,,15881.0,15133.0,748.0,4.7
302,2003,08119,,12444.0,11685.0,759.0,6.1
303,2003,08121,,2753.0,2657.0,96.0,3.5
304,2003,08123,,105619.0,99557.0,6062.0,5.7
305,2003,08125,,5980.0,5798.0,182.0,3.0
306,2003,09001,,452081.0,429839.0,22242.0,4.9
307,2003,09003,,435069.0,408956.0,26113.0,6.0
308,2003,09005,,101455.0,96380.0,5075.0,5.0
309,2003,09007,,88091.0,83898.0,4193.0,4.8
310,2003,09009,,426501.0,401675.0,24826.0,5.8
311,2003,09011,,142276.0,135389.0,6887.0,4.8
312,2003,09013,,79032.0,75590.0,3442.0,4.4
313,2003,09015,,59753.0,56196.0,3557.0,6.0
314,2003,10001,,66965.0,64113.0,2852.0,4.3
315,2003,10003,,265814.0,254061.0,11753.0,4.4
316,2003,10005,,82382.0,79298.0,3084.0,3.7
317,2003,11001,,306422.0,285454.0,20968.0,6.8
318,2003,12001,,119087.0,114641.0,4446.0,3.7
319,2003,12003,,10426.0,9922.0,504.0,4.8
320,2003,12005,,75980.0,71922.0,4058.0,5.3
321,2003,12007,,11322.0,10855.0,467.0,4.1
322,2003,12009,,242235.0,229392.0,12843.0,5.3
323,2003,12011,,905406.0,855456.0,49950.0,5.5
324,2003,12013,,5337.0,5073.0,264.0,4.9
325,2003,12015,,59862.0,56570.0,3292.0,5.5
326,2003,12017,,47248.0,44264.0,2984.0,6.3
327,2003,12019,,78118.0,74524.0,3594.0,4.6
328,2003,12021,,133208.0,126494.0,6714.0,5.0
329,2003,12023,,26626.0,25345.0,1281.0,4.8
330,2003,12027,,13780.0,12981.0,799.0,5.8
331,2003,12029,,5592.0,5300.0,292.0,5.2
332,2003,12031,,408062.0,385700.0,22362.0,5.5
333,2003,12033,,131277.0,124650.0,6627.0,5.0
334,2003,12035,,24930.0,23489.0,1441.0,5.8
335,2003,12037,,4955.0,4732.0,223.0,4.5
336,2003,12039,,19737.0,18699.0,1038.0,5.3
337,2003,12041,,6984.0,6673.0,311.0,4.5
338,2003,12043,,4499.0,4245.0,254.0,5.6
339,2003,12045,,5842.0,5561.0,281.0,4.8
340,2003,12047,,4517.0,4266.0,251.0,5.6
341,2003,12049,,11115.0,10364.0,751.0,6.8
342,2003,12051,,17176.0,15696.0,1480.0,8.6
343,2003,12053,,52747.0,49323.0,3424.0,6.5
344,2003,12055,,37938.0,35768.0,2170.0,5.7
345,2003,12057,,550232.0,521627.0,28605.0,5.2
346,2003,12059,,7744.0,7363.0,381.0,4.9
347,2003,12061,,56163.0,52242.0,3921.0,7.0
348,2003,12063,,20181.0,19309.0,872.0,4.3
349,2003,12065,,6511.0,6223.0,288.0,4.4
350,2003,12067,,2804.0,2686.0,118.0,4.2
351,2003,12069,,103685.0,98199.0,5486.0,5.3
352,2003,12071,,237744.0,226562.0,11182.0,4.7
353,2003,12073,,134093.0,128524.0,5569.0,4.2
354,2003,12075,,15251.0,14419.0,832.0,5.5
355,2003,12077,,3026.0,2911.0,115.0,3.8
356,2003,12079,,7212.0,6845.0,367.0,5.1
357,2003,12081,,136093.0,129549.0,6544.0,4.8
358,2003,12083,,114386.0,108099.0,6287.0,5.5
359,2003,12085,,61161.0,57777.0,3384.0,5.5
360,2003,12086,,1083791.0,1034235.0,49556.0,4.6
361,2003,12087,,46720.0,45131.0,1589.0,3.4
362,2003,12089,,30704.0,29203.0,1501.0,4.9
363,2003,12091,,88742.0,85403.0,3339.0,3.8
364,2003,12093,,16219.0,15118.0,1101.0,6.8
365,2003,12095,,514061.0,486989.0,27072.0,5.3
366,2003,12097,,102110.0,96488.0,5622.0,5.5
367,2003,12099,,585815.0,551385.0,34430.0,5.9
368,2003,12101,,163533.0,154113.0,9420.0,5.8
369,2003,12103,,460833.0,435958.0,24875.0,5.4
370,2003,12105,,239924.0,226315.0,13609.0,5.7
371,2003,12107,,30712.0,28960.0,1752.0,5.7
372,2003,12109,,72616.0,69518.0,3098.0,4.3
373,2003,12111,,98471.0,91824.0,6647.0,6.8
374,2003,12113,,60030.0,57230.0,2800.0,4.7
375,2003,12115,,160918.0,153394.0,7524.0,4.7
376,2003,12117,,214905.0,203760.0,11145.0,5.2
377,2003,12119,,19493.0,18461.0,1032.0,5.3
378,2003,12121,,16084.0,15331.0,753.0,4.7
379,2003,12123,,8220.0,7662.0,558.0,6.8
380,2003,12125,,4858.0,4673.0,185.0,3.8
381,2003,12127,,226951.0,214968.0,11983.0,5.3
382,2003,12129,,13117.0,12562.0,555.0,4.2
383,2003,12131,,22749.0,21875.0,874.0,3.8
384,2003,12133,,8832.0,8356.0,476.0,5.4
385,2003,13001,,8200.0,7652.0,548.0,6.7
386,2003,13003,,3495.0,3284.0,211.0,6.0
387,2003,13005,,4295.0,4063.0,232.0,5.4
388,2003,13007,,1851.0,1761.0,90.0,4.9
389,2003,13009,,19930.0,18992.0,938.0,4.7
390,2003,13011,,8333.0,8011.0,322.0,3.9
391,2003,13013,,27438.0,26136.0,1302.0,4.7
392,2003,13015,,42706.0,40447.0,2259.0,5.3
393,2003,13017,,7762.0,7243.0,519.0,6.7
394,2003,13019,,8465.0,8175.0,290.0,3.4
395,2003,13021,,71971.0,68488.0,3483.0,4.8
396,2003,13023,,5311.0,5047.0,264.0,5.0
397,2003,13025,,7195.0,6806.0,389.0,5.4
398,2003,13027,,7997.0,7727.0,270.0,3.4
399,2003,13029,,13183.0,12708.0,475.0,3.6
400,2003,13031,,29120.0,27895.0,1225.0,4.2
401,2003,13033,,9964.0,9139.0,825.0,8.3
402,2003,13035,,9576.0,9077.0,499.0,5.2
403,2003,13037,,2454.0,2294.0,160.0,6.5
404,2003,13039,,18756.0,17745.0,1011.0,5.4
405,2003,13043,,4162.0,3980.0,182.0,4.4
406,2003,13045,,47729.0,45255.0,2474.0,5.2
407,2003,13047,,32863.0,31775.0,1088.0,3.3
408,2003,13049,,4243.0,4014.0,229.0,5.4
409,2003,13051,,116179.0,111181.0,4998.0,4.3
410,2003,13053,,2748.0,2523.0,225.0,8.2
411,2003,13055,,11335.0,10836.0,499.0,4.4
412,2003,13057,,91178.0,87455.0,3723.0,4.1
413,2003,13059,,57142.0,54998.0,2144.0,3.8
414,2003,13061,,1536.0,1468.0,68.0,4.4
415,2003,13063,,131772.0,123982.0,7790.0,5.9
416,2003,13065,,2426.0,2284.0,142.0,5.9
417,2003,13067,,361172.0,345198.0,15974.0,4.4
418,2003,13069,,17318.0,16114.0,1204.0,7.0
419,2003,13071,,18303.0,17337.0,966.0,5.3
420,2003,13073,,52446.0,50601.0,1845.0,3.5
421,2003,13075,,7032.0,6661.0,371.0,5.3
422,2003,13077,,51879.0,49526.0,2353.0,4.5
423,2003,13079,,6095.0,5806.0,289.0,4.7
424,2003,13081,,9527.0,8982.0,545.0,5.7
425,2003,13083,,8286.0,7932.0,354.0,4.3
426,2003,13085,,9731.0,9352.0,379.0,3.9
427,2003,13087,,12160.0,11470.0,690.0,5.7
428,2003,13089,,366983.0,346963.0,20020.0,5.5
429,2003,13091,,8753.0,8290.0,463.0,5.3
430,2003,13093,,4749.0,4464.0,285.0,6.0
431,2003,13095,,41489.0,39134.0,2355.0,5.7
432,2003,13097,,53789.0,51241.0,2548.0,4.7
433,2003,13099,,5864.0,5530.0,334.0,5.7
434,2003,13101,,2114.0,2049.0,65.0,3.1
435,2003,13103,,22030.0,21165.0,865.0,3.9
436,2003,13105,,10190.0,9605.0,585.0,5.7
437,2003,13107,,10448.0,9929.0,519.0,5.0
438,2003,13109,,4765.0,4565.0,200.0,4.2
439,2003,13111,,9643.0,9032.0,611.0,6.3
440,2003,13113,,50383.0,48525.0,1858.0,3.7
441,2003,13115,,49057.0,46768.0,2289.0,4.7
442,2003,13117,,67047.0,64525.0,2522.0,3.8
443,2003,13119,,10342.0,9792.0,550.0,5.3
444,2003,13121,,445338.0,421444.0,23894.0,5.4
445,2003,13123,,12593.0,12055.0,538.0,4.3
446,2003,13125,,1201.0,1141.0,60.0,5.0
447,2003,13127,,36363.0,34899.0,1464.0,4.0
448,2003,13129,,24904.0,23731.0,1173.0,4.7
449,2003,13131,,11135.0,10629.0,506.0,4.5
450,2003,13133,,6467.0,6054.0,413.0,6.4
451,2003,13135,,371758.0,355315.0,16443.0,4.4
452,2003,13137,,19365.0,18590.0,775.0,4.0
453,2003,13139,,79352.0,76163.0,3189.0,4.0
454,2003,13141,,3378.0,3128.0,250.0,7.4
455,2003,13143,,12494.0,11881.0,613.0,4.9
456,2003,13145,,14334.0,13809.0,525.0,3.7
457,2003,13147,,10972.0,10416.0,556.0,5.1
458,2003,13149,,4941.0,4636.0,305.0,6.2
459,2003,13151,,79163.0,75731.0,3432.0,4.3
460,2003,13153,,59021.0,56840.0,2181.0,3.7
461,2003,13155,,4432.0,4166.0,266.0,6.0
462,2003,13157,,22844.0,21805.0,1039.0,4.5
463,2003,13159,,6037.0,5727.0,310.0,5.1
464,2003,13161,,5629.0,5200.0,429.0,7.6
465,2003,13163,,6918.0,6352.0,566.0,8.2
466,2003,13165,,3410.0,3198.0,212.0,6.2
467,2003,13167,,3662.0,3406.0,256.0,7.0
468,2003,13169,,12881.0,12372.0,509.0,4.0
469,2003,13171,,7740.0,7328.0,412.0,5.3
470,2003,13173,,3637.0,3509.0,128.0,3.5
471,2003,13175,,21594.0,20306.0,1288.0,6.0
472,2003,13177,,15200.0,14679.0,521.0,3.4
473,2003,13179,,20909.0,19819.0,1090.0,5.2
474,2003,13181,,3481.0,3225.0,256.0,7.4
475,2003,13183,,4922.0,4741.0,181.0,3.7
476,2003,13185,,47898.0,46201.0,1697.0,3.5
477,2003,13187,,11664.0,11184.0,480.0,4.1
478,2003,13189,,10375.0,9723.0,652.0,6.3
479,2003,13191,,4933.0,4718.0,215.0,4.4
480,2003,13193,,5176.0,4774.0,402.0,7.8
481,2003,13195,,15101.0,14498.0,603.0,4.0
482,2003,13197,,3392.0,3202.0,190.0,5.6
483,2003,13199,,9722.0,9096.0,626.0,6.4
484,2003,13201,,3502.0,3329.0,173.0,4.9
485,2003,13205,,9928.0,9375.0,553.0,5.6
486,2003,13207,,12327.0,11825.0,502.0,4.1
487,2003,13209,,4132.0,3893.0,239.0,5.8
488,2003,13211,,8567.0,8203.0,364.0,4.2
489,2003,13213,,20534.0,19686.0,848.0,4.1
